prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,keyword_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
MALY01,WGS,,PLN,Fusarium oxysporum f. sp. melonis,PRJNA306247,SAMN04348768,WGS,strain: Fom005,,54498897,2472,0,No,0,0,0,No,,,2016-08-10T00:00:00Z,2016-08-10T00:00:00Z
OCTF01,WGS,,PLN,Pyrenophora teres f. maculata,PRJEB18107,SAMEA4560037,WGS,isolate: SG1,,42950881,76,0,No,12,0,40075441,No,LT934391-LT934402,,2017-10-11T00:00:00Z,2017-10-11T00:00:00Z
OCTH01,WGS,,PLN,Pyrenophora teres f. teres,PRJEB18107,SAMEA4560035,WGS,isolate: W1-1,,54097662,121,0,No,12,0,51155765,No,LT934403-LT934414,,2017-10-11T00:00:00Z,2017-10-11T00:00:00Z
OCTH02,WGS,,PLN,Pyrenophora teres f. teres,PRJEB18107,SAMEA4560035,WGS,isolate: W1-1,,53080698,57,11561,Yes,0,0,0,No,,,2020-02-20T00:00:00Z,2020-03-09T00:00:00Z
ONZQ01,WGS,,PLN,Cephalotrichum gorgonifer,PRJEB15373,SAMEA104671480,WGS,,,31415886,15,9136,Yes,0,0,0,No,,,2022-11-02T00:00:00Z,2022-11-01T00:00:00Z
PGFY01,WGS,,PLN,Puccinia graminis f. sp. tritici,PRJNA313186,SAMN04516555,WGS,isolate: RKQQC,isolation_source: Wheat leaves,145097908,15020,0,No,0,0,0,No,,,2017-11-09T00:00:00Z,2017-11-09T00:00:00Z
PGGP01,WGS,,PLN,Ustilaginoidea virens,PRJNA414696,SAMN07807409,WGS,strain: UV-GVT,"host: Oryza sativa cultivar BPT-5204,isolation_source: leaf sample",38963327,440,0,No,0,0,0,No,,,2018-02-23T00:00:00Z,2018-02-23T00:00:00Z
PPHX01,WGS,,PLN,Torulaspora franciscae,PRJNA429441,SAMN08343440,WGS,strain: NRRL Y-17532,,10509468,306,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPHY01,WGS,,PLN,Brettanomyces custersianus,PRJNA429441,SAMN08343439,WGS,strain: NRRL Y-6653,,10427568,218,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPIA01,WGS,,PLN,Komagataella populi,PRJNA429441,SAMN08343437,WGS,strain: NRRL YB-455,,9206160,125,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPIE01,WGS,,PLN,Spencermartinsiella europaea,PRJNA429441,SAMN08343433,WGS,strain: NRRL Y-48265,,14710744,281,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPIL01,WGS,,PLN,Saturnispora silvae,PRJNA429441,SAMN08343426,WGS,strain: NRRL Y-6725,,9280761,141,0,No,0,0,0,No,,,2018-11-19T00:00:00Z,2018-10-31T00:00:00Z
PPIN01,WGS,,PLN,Pichia occidentalis,PRJNA429441,SAMN08343424,WGS,strain: NRRL Y-7552,,12024273,720,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPIQ01,WGS,,PLN,Pichia kudriavzevii,PRJNA429441,SAMN08343421,WGS,strain: NRRL Y-5396,,11670088,1081,0,No,0,0,0,No,,,2018-11-19T00:00:00Z,2018-10-31T00:00:00Z
PPIR01,WGS,,PLN,Pichia heedii,PRJNA429441,SAMN08343420,WGS,strain: NRRL Y-10967,,10720167,650,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPIT01,WGS,,PLN,Martiniozyma abiesophila,PRJNA429441,SAMN08343418,WGS,strain: NRRL Y-11514,,16223934,11407,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPIX01,WGS,,PLN,Ogataea populi-albae,PRJNA429441,SAMN08343414,WGS,strain: NRRL Y-48632,,11783421,231,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPIY01,WGS,,PLN,[Candida] schatavii,PRJNA429441,SAMN08343413,WGS,strain: NRRL Y-17078,,13749803,234,0,No,0,0,0,No,,,2018-12-31T00:00:00Z,2018-10-31T00:00:00Z
PPJA01,WGS,,PLN,[Candida] restingae,PRJNA429441,SAMN08343411,WGS,strain: NRRL Y-27358,,13973852,149,0,No,0,0,0,No,,,2018-11-19T00:00:00Z,2018-10-31T00:00:00Z
PPJI01,WGS,,PLN,Blastobotrys proliferans,PRJNA429441,SAMN08343403,WGS,strain: NRRL Y-17577,,14654964,216,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPJJ01,WGS,,PLN,Blastobotrys peoriensis,PRJNA429441,SAMN08343402,WGS,strain: NRRL YB-2290,,14119223,246,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPJK01,WGS,,PLN,Blastobotrys nivea,PRJNA429441,SAMN08343401,WGS,strain: NRRL Y-17581,,15496384,6879,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPJL01,WGS,,PLN,Blastobotrys muscicola,PRJNA429441,SAMN08343400,WGS,strain: NRRL Y-7993,,14712750,663,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPJM01,WGS,,PLN,Blastobotrys mokoenaii,PRJNA429441,SAMN08343399,WGS,strain: NRRL Y-27120,,13777841,512,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPJN01,WGS,,PLN,Blastobotrys americana,PRJNA429441,SAMN08343398,WGS,strain: NRRL Y-6844,,12592042,148,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPJP01,WGS,,PLN,Kluyveromyces dobzhanskii,PRJNA429441,SAMN08343396,WGS,strain: NRRL Y-1974,,10833650,157,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPJQ01,WGS,,PLN,Lipomyces suomiensis,PRJNA429441,SAMN08343395,WGS,strain: NRRL Y-17356,,14065016,145,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPJR01,WGS,,PLN,Lipomyces oligophaga,PRJNA429441,SAMN08343394,WGS,strain: NRRL Y-17247,,13643576,118,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPJS01,WGS,,PLN,Lipomyces mesembrius,PRJNA429441,SAMN08343393,WGS,strain: NRRL Y-27506,,17134760,531,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPJT01,WGS,,PLN,Lipomyces arxii,PRJNA429441,SAMN08343392,WGS,strain: NRRL Y-17921,,19279198,976,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPJX01,WGS,,PLN,Lipomyces lipofer,PRJNA429441,SAMN08343388,WGS,strain: NRRL Y-11555,,19856091,996,0,No,0,0,0,No,,,2018-12-31T00:00:00Z,2018-10-31T00:00:00Z
PPJY01,WGS,,PLN,Zygotorulaspora florentina,PRJNA429441,SAMN08343387,WGS,strain: NRRL Y-1560,,11069632,349,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-22T00:00:00Z
PPKH01,WGS,,PLN,Ogataea zsoltii,PRJNA429441,SAMN08343378,WGS,strain: NRRL Y-27601,,11706083,306,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPKK01,WGS,,PLN,Ogataea ramenticola,PRJNA429441,SAMN08343375,WGS,strain: NRRL YB-1985,,12985687,479,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPKN01,WGS,,PLN,Ogataea philodendri,PRJNA429441,SAMN08343372,WGS,strain: NRRL Y-7210,,8842106,82,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPKO01,WGS,,PLN,Ogataea glucozyma,PRJNA429441,SAMN08343371,WGS,strain: NRRL YB-2185,,13866424,533,0,No,0,0,0,No,,,2018-12-31T00:00:00Z,2018-10-31T00:00:00Z
PPKP01,WGS,,PLN,Ogataea kodamae,PRJNA429441,SAMN08343370,WGS,strain: NRRL Y-17234,,8672705,96,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPKT01,WGS,,PLN,Ogataea nonfermentans,PRJNA429441,SAMN08343366,WGS,strain: NRRL YB-2203,,10822921,57,0,No,0,0,0,No,,,2018-12-31T00:00:00Z,2018-10-31T00:00:00Z
PPKV01,WGS,,PLN,Kuraishia ogatae,PRJNA429441,SAMN08343364,WGS,strain: NRRL Y-48474,,14733272,94,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPKW01,WGS,,PLN,Kuraishia molischiana,PRJNA429441,SAMN08343363,WGS,strain: NRRL Y-27899,,10355706,109,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPKX01,WGS,,PLN,Komagataella pseudopastoris,PRJNA429441,SAMN08343362,WGS,strain: NRRL Y-27603,,9152055,84,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-22T00:00:00Z
PPKY01,WGS,,PLN,Ambrosiozyma oregonensis,PRJNA429441,SAMN08343361,WGS,strain: NRRL Y-6106,,15332403,819,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPKZ01,WGS,,PLN,Ambrosiozyma philentoma,PRJNA429441,SAMN08343360,WGS,strain: NRRL Y-7523,,17688425,385,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPLC01,WGS,,PLN,Hanseniaspora osmophila,PRJNA429441,SAMN08343357,WGS,strain: NRRL Y-1613,,12156859,1899,0,No,0,0,0,No,,,2018-12-31T00:00:00Z,2018-10-31T00:00:00Z
PPLG01,WGS,,PLN,Deakozyma indianensis,PRJNA429441,SAMN08343353,WGS,strain: NRRL YB-1937,,11752792,168,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPLG02,WGS,,PLN,Deakozyma indianensis,PRJNA429441,SAMN08343353,WGS,strain: NRRL YB-1937,,11752853,168,0,No,0,0,0,No,,,2019-03-08T00:00:00Z,2018-11-20T00:00:00Z
PPLH01,WGS,,PLN,Cyberlindnera mrakii,PRJNA429441,SAMN08343352,WGS,strain: NRRL Y-1364,,12770014,481,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPLJ01,WGS,,PLN,[Candida] oregonensis,PRJNA429441,SAMN08343350,WGS,strain: NRRL Y-5850,,10944986,242,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPLJ02,WGS,,PLN,[Candida] oregonensis,PRJNA429441,SAMN08343350,WGS,strain: NRRL Y-5850,,10945047,242,0,No,0,0,0,No,,,2019-03-08T00:00:00Z,2018-11-20T00:00:00Z
PPLK01,WGS,,PLN,Clavispora fructus,PRJNA429441,SAMN08343349,WGS,strain: NRRL Y-17072,,11442610,190,0,No,0,0,0,No,,,2018-12-31T00:00:00Z,2018-10-31T00:00:00Z
PPLL01,WGS,,PLN,Candida corydali,PRJNA429441,SAMN08343348,WGS,strain: NRRL Y-27910,,11610378,157,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPLL02,WGS,,PLN,Candida corydali,PRJNA429441,SAMN08343348,WGS,strain: NRRL Y-27910,,11610378,157,0,No,0,0,0,No,,,2019-03-08T00:00:00Z,2018-11-20T00:00:00Z
PPLN01,WGS,,PLN,Cephaloascus fragrans,PRJNA429441,SAMN08343346,WGS,strain: NRRL Y-6742,,13732678,127,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPLN02,WGS,,PLN,Cephaloascus fragrans,PRJNA429441,SAMN08343346,WGS,strain: NRRL Y-6742,,13732678,127,0,No,0,0,0,No,,,2019-03-08T00:00:00Z,2018-11-20T00:00:00Z
PPLO01,WGS,,PLN,Suhomyces pyralidae,PRJNA429441,SAMN08343345,WGS,strain: NRRL Y-27085,,12461620,320,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPLP01,WGS,,PLN,Suhomyces canberraensis,PRJNA429441,SAMN08343344,WGS,strain: NRRL YB-2417,,14810411,223,0,No,0,0,0,No,,,2018-12-31T00:00:00Z,2018-10-31T00:00:00Z
PPLQ01,WGS,,PLN,Suhomyces emberorum,PRJNA429441,SAMN08343343,WGS,strain: NRRL Y-27606,,13517107,182,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPLR01,WGS,,PLN,Teunomyces kruisii,PRJNA429441,SAMN08343342,WGS,strain: NRRL Y-17087,,12779385,232,0,No,0,0,0,No,,,2018-12-31T00:00:00Z,2018-10-31T00:00:00Z
PPLS01,WGS,,PLN,Teunomyces gatunensis,PRJNA429441,SAMN08343341,WGS,strain: NRRL Y-48064,,10893390,440,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPLS02,WGS,,PLN,Teunomyces gatunensis,PRJNA429441,SAMN08343341,WGS,strain: NRRL Y-48064,,10893390,440,0,No,0,0,0,No,,,2019-03-08T00:00:00Z,2018-11-20T00:00:00Z
PPLT01,WGS,,PLN,Teunomyces cretensis,PRJNA429441,SAMN08343340,WGS,strain: NRRL Y-27777,,11227691,120,0,No,0,0,0,No,,,2018-12-31T00:00:00Z,2018-10-31T00:00:00Z
PPLU01,WGS,,PLN,[Candida] montana,PRJNA429441,SAMN08343339,WGS,strain: NRRL Y-17326,,12535455,97,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPLU02,WGS,,PLN,[Candida] montana,PRJNA429441,SAMN08343339,WGS,strain: NRRL Y-17326,,12535455,97,0,No,0,0,0,No,,,2019-03-08T00:00:00Z,2018-11-20T00:00:00Z
PPLV01,WGS,,PLN,Ambrosiozyma maleeae (nom. inval.),PRJNA429441,SAMN08343338,WGS,strain: NRRL Y-63635,,12741838,108,0,No,0,0,0,No,,,2018-12-31T00:00:00Z,2018-10-31T00:00:00Z
PPLW01,WGS,,PLN,Ambrosiozyma pseudovanderkliftii,PRJNA429441,SAMN08343337,WGS,strain: NRRL Y-63632,,14435830,297,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
PPLW02,WGS,,PLN,Ambrosiozyma pseudovanderkliftii,PRJNA429441,SAMN08343337,WGS,strain: NRRL Y-63632,,14436013,297,0,No,0,0,0,No,,,2019-03-08T00:00:00Z,2018-11-20T00:00:00Z
PPLX01,WGS,,PLN,Barnettozyma californica,PRJNA429441,SAMN08343336,WGS,strain: NRRL Y-17395,,11848259,270,0,No,0,0,0,No,,,2018-11-20T00:00:00Z,2018-10-31T00:00:00Z
